age,region,day,lmean,lsd,sample_date,N
1-4,South_East,75,0,0,2020-05-01,964800.4537784602
5-14,South_East,75,0,0,2020-05-01,315808.97940717835
15-24,South_East,75,0,0,2020-05-01,2241345.395107426
25-44,South_East,75,0,0,2020-05-01,2427809.730718852
45-64,South_East,75,0,0,2020-05-01,1146771.5718427924
65-74,South_East,75,0,0,2020-05-01,943400.4192470231
75+,South_East,75,0,0,2020-05-01,812027.4422183116
1-4,South_East,76,0,0,2020-05-02,964800.4537784602
5-14,South_East,76,0,0,2020-05-02,315808.97940717835
15-24,South_East,76,0,0,2020-05-02,2241345.395107426
25-44,South_East,76,0,0,2020-05-02,2427809.730718852
45-64,South_East,76,0,0,2020-05-02,1146771.5718427924
65-74,South_East,76,0,0,2020-05-02,943400.4192470231
75+,South_East,76,0,0,2020-05-02,812027.4422183116
1-4,South_East,77,0,0,2020-05-03,964800.4537784602
5-14,South_East,77,0,0,2020-05-03,315808.97940717835
15-24,South_East,77,0,0,2020-05-03,2241345.395107426
25-44,South_East,77,0,0,2020-05-03,2427809.730718852
45-64,South_East,77,0,0,2020-05-03,1146771.5718427924
65-74,South_East,77,0,0,2020-05-03,943400.4192470231
75+,South_East,77,0,0,2020-05-03,812027.4422183116
1-4,South_East,78,0,0,2020-05-04,964800.4537784602
5-14,South_East,78,0,0,2020-05-04,315808.97940717835
15-24,South_East,78,0,0,2020-05-04,2241345.395107426
25-44,South_East,78,0,0,2020-05-04,2427809.730718852
45-64,South_East,78,0,0,2020-05-04,1146771.5718427924
65-74,South_East,78,0,0,2020-05-04,943400.4192470231
75+,South_East,78,0,0,2020-05-04,812027.4422183116
1-4,South_East,79,0,0,2020-05-05,964800.4537784602
5-14,South_East,79,0,0,2020-05-05,315808.97940717835
15-24,South_East,79,0,0,2020-05-05,2241345.395107426
25-44,South_East,79,0,0,2020-05-05,2427809.730718852
45-64,South_East,79,0,0,2020-05-05,1146771.5718427924
65-74,South_East,79,0,0,2020-05-05,943400.4192470231
75+,South_East,79,0,0,2020-05-05,812027.4422183116
1-4,South_East,80,0,0,2020-05-06,964800.4537784602
5-14,South_East,80,0,0,2020-05-06,315808.97940717835
15-24,South_East,80,0,0,2020-05-06,2241345.395107426
25-44,South_East,80,0,0,2020-05-06,2427809.730718852
45-64,South_East,80,0,0,2020-05-06,1146771.5718427924
65-74,South_East,80,0,0,2020-05-06,943400.4192470231
75+,South_East,80,0,0,2020-05-06,812027.4422183116
1-4,South_East,81,0,0,2020-05-07,964800.4537784602
5-14,South_East,81,0,0,2020-05-07,315808.97940717835
15-24,South_East,81,0,0,2020-05-07,2241345.395107426
25-44,South_East,81,0,0,2020-05-07,2427809.730718852
45-64,South_East,81,0,0,2020-05-07,1146771.5718427924
65-74,South_East,81,0,0,2020-05-07,943400.4192470231
75+,South_East,81,0,0,2020-05-07,812027.4422183116
1-4,South_East,82,0,0,2020-05-08,964800.4537784602
5-14,South_East,82,0,0,2020-05-08,315808.97940717835
15-24,South_East,82,0,0,2020-05-08,2241345.395107426
25-44,South_East,82,0,0,2020-05-08,2427809.730718852
45-64,South_East,82,0,0,2020-05-08,1146771.5718427924
65-74,South_East,82,0,0,2020-05-08,943400.4192470231
75+,South_East,82,0,0,2020-05-08,812027.4422183116
1-4,South_East,83,0,0,2020-05-09,964800.4537784602
5-14,South_East,83,0,0,2020-05-09,315808.97940717835
15-24,South_East,83,0,0,2020-05-09,2241345.395107426
25-44,South_East,83,0,0,2020-05-09,2427809.730718852
45-64,South_East,83,0,0,2020-05-09,1146771.5718427924
65-74,South_East,83,0,0,2020-05-09,943400.4192470231
75+,South_East,83,0,0,2020-05-09,812027.4422183116
1-4,South_East,84,0,0,2020-05-10,964800.4537784602
5-14,South_East,84,0,0,2020-05-10,315808.97940717835
15-24,South_East,84,0,0,2020-05-10,2241345.395107426
25-44,South_East,84,0,0,2020-05-10,2427809.730718852
45-64,South_East,84,0,0,2020-05-10,1146771.5718427924
65-74,South_East,84,0,0,2020-05-10,943400.4192470231
75+,South_East,84,0,0,2020-05-10,812027.4422183116
1-4,South_East,85,0,0,2020-05-11,964800.4537784602
5-14,South_East,85,0,0,2020-05-11,315808.97940717835
15-24,South_East,85,0,0,2020-05-11,2241345.395107426
25-44,South_East,85,0,0,2020-05-11,2427809.730718852
45-64,South_East,85,0,0,2020-05-11,1146771.5718427924
65-74,South_East,85,0,0,2020-05-11,943400.4192470231
75+,South_East,85,0,0,2020-05-11,812027.4422183116
1-4,South_East,86,0,0,2020-05-12,964800.4537784602
5-14,South_East,86,0,0,2020-05-12,315808.97940717835
15-24,South_East,86,0,0,2020-05-12,2241345.395107426
25-44,South_East,86,0,0,2020-05-12,2427809.730718852
45-64,South_East,86,0,0,2020-05-12,1146771.5718427924
65-74,South_East,86,0,0,2020-05-12,943400.4192470231
75+,South_East,86,0,0,2020-05-12,812027.4422183116
1-4,South_East,87,0,0,2020-05-13,964800.4537784602
5-14,South_East,87,0,0,2020-05-13,315808.97940717835
15-24,South_East,87,0,0,2020-05-13,2241345.395107426
25-44,South_East,87,0,0,2020-05-13,2427809.730718852
45-64,South_East,87,0,0,2020-05-13,1146771.5718427924
65-74,South_East,87,0,0,2020-05-13,943400.4192470231
75+,South_East,87,0,0,2020-05-13,812027.4422183116
1-4,South_East,88,0,0,2020-05-14,964800.4537784602
5-14,South_East,88,0,0,2020-05-14,315808.97940717835
15-24,South_East,88,0,0,2020-05-14,2241345.395107426
25-44,South_East,88,0,0,2020-05-14,2427809.730718852
45-64,South_East,88,0,0,2020-05-14,1146771.5718427924
65-74,South_East,88,0,0,2020-05-14,943400.4192470231
75+,South_East,88,0,0,2020-05-14,812027.4422183116
