age,region,day,lmean,lsd,sample_date,N
1-4,North_East_and_Yorkshire,75,0,0,2020-05-01,986549
5-14,North_East_and_Yorkshire,75,0,0,2020-05-01,291655
15-24,North_East_and_Yorkshire,75,0,0,2020-05-01,2126951
25-44,North_East_and_Yorkshire,75,0,0,2020-05-01,2242706
45-64,North_East_and_Yorkshire,75,0,0,2020-05-01,1037182
65-74,North_East_and_Yorkshire,75,0,0,2020-05-01,914194
75+,North_East_and_Yorkshire,75,0,0,2020-05-01,721575
1-4,North_East_and_Yorkshire,76,0,0,2020-05-02,986549
5-14,North_East_and_Yorkshire,76,0,0,2020-05-02,291655
15-24,North_East_and_Yorkshire,76,0,0,2020-05-02,2126951
25-44,North_East_and_Yorkshire,76,0,0,2020-05-02,2242706
45-64,North_East_and_Yorkshire,76,0,0,2020-05-02,1037182
65-74,North_East_and_Yorkshire,76,0,0,2020-05-02,914194
75+,North_East_and_Yorkshire,76,0,0,2020-05-02,721575
1-4,North_East_and_Yorkshire,77,0,0,2020-05-03,986549
5-14,North_East_and_Yorkshire,77,0,0,2020-05-03,291655
15-24,North_East_and_Yorkshire,77,0,0,2020-05-03,2126951
25-44,North_East_and_Yorkshire,77,0,0,2020-05-03,2242706
45-64,North_East_and_Yorkshire,77,0,0,2020-05-03,1037182
65-74,North_East_and_Yorkshire,77,0,0,2020-05-03,914194
75+,North_East_and_Yorkshire,77,0,0,2020-05-03,721575
1-4,North_East_and_Yorkshire,78,0,0,2020-05-04,986549
5-14,North_East_and_Yorkshire,78,0,0,2020-05-04,291655
15-24,North_East_and_Yorkshire,78,0,0,2020-05-04,2126951
25-44,North_East_and_Yorkshire,78,0,0,2020-05-04,2242706
45-64,North_East_and_Yorkshire,78,0,0,2020-05-04,1037182
65-74,North_East_and_Yorkshire,78,0,0,2020-05-04,914194
75+,North_East_and_Yorkshire,78,0,0,2020-05-04,721575
1-4,North_East_and_Yorkshire,79,0,0,2020-05-05,986549
5-14,North_East_and_Yorkshire,79,0,0,2020-05-05,291655
15-24,North_East_and_Yorkshire,79,0,0,2020-05-05,2126951
25-44,North_East_and_Yorkshire,79,0,0,2020-05-05,2242706
45-64,North_East_and_Yorkshire,79,0,0,2020-05-05,1037182
65-74,North_East_and_Yorkshire,79,0,0,2020-05-05,914194
75+,North_East_and_Yorkshire,79,0,0,2020-05-05,721575
1-4,North_East_and_Yorkshire,80,0,0,2020-05-06,986549
5-14,North_East_and_Yorkshire,80,0,0,2020-05-06,291655
15-24,North_East_and_Yorkshire,80,0,0,2020-05-06,2126951
25-44,North_East_and_Yorkshire,80,0,0,2020-05-06,2242706
45-64,North_East_and_Yorkshire,80,0,0,2020-05-06,1037182
65-74,North_East_and_Yorkshire,80,0,0,2020-05-06,914194
75+,North_East_and_Yorkshire,80,0,0,2020-05-06,721575
1-4,North_East_and_Yorkshire,81,0,0,2020-05-07,986549
5-14,North_East_and_Yorkshire,81,0,0,2020-05-07,291655
15-24,North_East_and_Yorkshire,81,0,0,2020-05-07,2126951
25-44,North_East_and_Yorkshire,81,0,0,2020-05-07,2242706
45-64,North_East_and_Yorkshire,81,0,0,2020-05-07,1037182
65-74,North_East_and_Yorkshire,81,0,0,2020-05-07,914194
75+,North_East_and_Yorkshire,81,0,0,2020-05-07,721575
1-4,North_East_and_Yorkshire,82,0,0,2020-05-08,986549
5-14,North_East_and_Yorkshire,82,0,0,2020-05-08,291655
15-24,North_East_and_Yorkshire,82,0,0,2020-05-08,2126951
25-44,North_East_and_Yorkshire,82,0,0,2020-05-08,2242706
45-64,North_East_and_Yorkshire,82,0,0,2020-05-08,1037182
65-74,North_East_and_Yorkshire,82,0,0,2020-05-08,914194
75+,North_East_and_Yorkshire,82,0,0,2020-05-08,721575
1-4,North_East_and_Yorkshire,83,0,0,2020-05-09,986549
5-14,North_East_and_Yorkshire,83,8.454531281149832,0.604061581038075,2020-05-09,291655
15-24,North_East_and_Yorkshire,83,9.344433316499268,0.3642718879222674,2020-05-09,2126951
25-44,North_East_and_Yorkshire,83,8.682025133490908,0.40035718451639096,2020-05-09,2242706
45-64,North_East_and_Yorkshire,83,8.854399073361458,0.4473356031492959,2020-05-09,1037182
65-74,North_East_and_Yorkshire,83,7.972931351071902,0.44203286136326997,2020-05-09,914194
75+,North_East_and_Yorkshire,83,9.091893291664253,0.48897975030011814,2020-05-09,721575
1-4,North_East_and_Yorkshire,84,0,0,2020-05-10,986549
5-14,North_East_and_Yorkshire,84,0,0,2020-05-10,291655
15-24,North_East_and_Yorkshire,84,0,0,2020-05-10,2126951
25-44,North_East_and_Yorkshire,84,0,0,2020-05-10,2242706
45-64,North_East_and_Yorkshire,84,0,0,2020-05-10,1037182
65-74,North_East_and_Yorkshire,84,0,0,2020-05-10,914194
75+,North_East_and_Yorkshire,84,0,0,2020-05-10,721575
